1066,N@7Dw5Tq*F,Gayatri,Bose,gayatribose,"789, Shanti Vihar, Mumbai, 400001",400001,gayatribose7@gmail.com,7030256980,Debit Card
1059,*1TnZv@6Yg,Gaurav,Palve,gauravpalve,"890, Lakeview Road, Chennai, 600001",600001,gauravpalve73@gmail.com,9456320102,Debit Card
1018,4Wt#Xy3PnK,Diya,Das,diyadas,"89, Sun City, Nagpur, 440001",440001,diyadas99@gmail.com,9423330286,COD
1024,N@7Dw5Tq*F,Deepika,Rana,deepikarana,"23, Orchid Gardens, Varanasi, 221001",221001,deepikarana12@gmail.com,3456789012,Debit Card
1071,Jv3^NzC$5K,Debyan,Bandu,debyanbandu,"56, Ashoka Enclave, Hyderabad, 500001",500001,debyanbandu31@gmail.com,6247894654,UPI
1063,7Lr$Kw*9Yg,Balaji,Solunke,balajisolunke,"34, Gokul Enclave, Hyderabad, 500001",500001,balajisolunke5@gmail.com,7845965203,Net Banking
1052,W1s*GkRq8B,Ayan ,Chatterjee,ayanchatterjee,"789, Surya Vihar, Bangalore, 560001",560001,ayanchatterjee8@gmail.com,9674851230,Bank Transfer
1027,5SgBt*2HvR,Avinash,Reddy,avinashreddy,"789, Lakeview Heights, Thiruvananthapuram, 695001",695001,avinashreddy98@gmail.com,6789012345,Credit Card
1013,2@VrWq6GyB,Aryan,Thakur,aryanthakur,"90, Vishwa Vihar, Patna, 800001",800001,aryanthakur36@gmail.com,3485612097,UPI
1005,9DxWg#8sFv,Arjun,Kapoor,arjunkapoor,"67, Civil Lines, Jaipur, 302001",302001,arjunkapoor27@gmail.com,8945123670,Net Banking
1050,3&Hs^Y7mDv,Arghya,Dey,arghyadey,"231, Rajaji Street, Chennai, 600001",600001,arghyadey321@gmail.com,9785963020,COD
1049,J9Hw#3QmBv,Anshul,Shah,anshulshah,"12, Gandhi Colony, Ahmedabad, 380001",380001,anshulshah91@gmail.com,2233441155,Debit Card
1041,O2Zt#Xw1Kp,Ankit,Mishra,ankitmishra,"123, Lake View Road, Kolkata, 700001",700001,ankitmishra35@gmail.com,9420660051,Credit Card
1002,3&Hs^Y7mDv,Aniket,Singh,aniketsingh,"789, Shanti Vihar, Mumbai, 400001",400001,aniketsingh58@gmail.com,7654321098,Net Banking
1056,7KzYf*X1tH,Aniket,Dhandge,aniketdhandge,"789, Shanti Vihar, Mumbai, 400001",400001,aniketdhandge6@gmail.com,9620320120,Net Banking
1019,1Gp$Bv8RwQ,Anand,Rajan,anandrajan,"345, Diamond Park, Kanpur, 208001",208001,anandrajan79@gmail.com,9732607086,Credit Card
1039,F@8Wp4CzHx,Akshay,Patel,akshaypatel,"789, Surya Vihar, Bangalore, 560001",560001,akshaypatel86@gmail.com,8177801230,Credit Card
1040,9Sb#Qv6GmT,Aisha,Khan,aishakhan,"34, Civil Lines, Chennai, 600001",600001,aishakhan21@gmail.com,8830959460,Net Banking
1035,xA9@Cz6DvQ,Aditya,Verma,adityaverma,"890, Lakeview Road, Chennai, 600001",600001,adityaverma44@gmail.com,7788990011,COD
1004,6Pb@QsXf1J,Aditi,Reddy,aditireddy,"231, Rajaji Street, Chennai, 600001",600001,aditireddy54@gmail.com,6302175489,Net Banking
1060,H5^rPw*2Xs,Abhishek,Dodke,abhishekdodke,"12, Gandhi Colony, Ahmedabad, 380001",380001,abhishekdodke19@gmail.com,9020306589,Credit Card
1058,K7#vCm4zJt,Aakansha,Bhavsar,aakanshabhavasr,"67, Tulsi Lane, Hyderabad, 500001",500001,aakanshabhavasr23@gmail.com,9752632021,UPI
